date,line_number,metric_abb,metric,value,year
2021-07-01,99,msa,Average on Saturdays,1176,2021
2021-07-01,99,mdo,Average on Sundays,626,2021
2021-07-01,99,max,Daily Peak,1915,2021
2021-08-01,1,total,Total,19118,2021
2021-08-01,1,mdu,Average on Business Days,724,2021
2021-08-01,1,msa,Average on Saturdays,480,2021
2021-08-01,1,mdo,Average on Sundays,252,2021
2021-08-01,1,max,Daily Peak,754,2021
2021-08-01,2,total,Total,10574,2021
2021-08-01,2,mdu,Average on Business Days,411,2021
2021-08-01,2,msa,Average on Saturdays,221,2021
2021-08-01,2,mdo,Average on Sundays,130,2021
2021-08-01,2,max,Daily Peak,432,2021
2021-08-01,3,total,Total,20129,2021
2021-08-01,3,mdu,Average on Business Days,766,2021
2021-08-01,3,msa,Average on Saturdays,495,2021
2021-08-01,3,mdo,Average on Sundays,259,2021
2021-08-01,3,max,Daily Peak,801,2021
2021-08-01,15,total,Total,2018,2021
2021-08-01,15,mdu,Average on Business Days,80,2021
2021-08-01,15,msa,Average on Saturdays,40,2021
2021-08-01,15,mdo,Average on Sundays,20,2021
2021-08-01,15,max,Daily Peak,83,2021
2021-08-01,99,total,Total,51839,2021
2021-08-01,99,mdu,Average on Business Days,1982,2021
2021-08-01,99,msa,Average on Saturdays,1236,2021
2021-08-01,99,mdo,Average on Sundays,660,2021
2021-08-01,99,max,Daily Peak,2062,2021
2021-09-01,1,total,Total,20063,2021
2021-09-01,1,mdu,Average on Business Days,787,2021
2021-09-01,1,msa,Average on Saturdays,529,2021
2021-09-01,1,mdo,Average on Sundays,292,2021
2021-09-01,1,max,Daily Peak,812,2021
2021-09-01,2,total,Total,10966,2021
2021-09-01,2,mdu,Average on Business Days,442,2021
2021-09-01,2,msa,Average on Saturdays,244,2021
2021-09-01,2,mdo,Average on Sundays,152,2021
2021-09-01,2,max,Daily Peak,453,2021
2021-09-01,3,total,Total,20704,2021
2021-09-01,3,mdu,Average on Business Days,819,2021
2021-09-01,3,msa,Average on Saturdays,535,2021
2021-09-01,3,mdo,Average on Sundays,289,2021
2021-09-01,3,max,Daily Peak,868,2021
2021-09-01,15,total,Total,2090,2021
2021-09-01,15,mdu,Average on Business Days,85,2021
2021-09-01,15,msa,Average on Saturdays,49,2021
